Sequence549.csv_1: True Class: B, Predicted: A, Probability: 0.9946367713941953
Sequence55.csv_1: True Class: B, Predicted: B, Probability: 0.999483248215276
Sequence550.csv_1: True Class: B, Predicted: B, Probability: 0.9594768455559397
Sequence551.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999999906
Sequence552.csv_1: True Class: A, Predicted: A, Probability: 0.9997722690267328
Sequence553.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence554.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999999977
Sequence555.csv_1: True Class: A, Predicted: B, Probability: 0.9999881598267676
Sequence556.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999722
Sequence557.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence558.csv_1: True Class: B, Predicted: A, Probability: 0.9959350231563668
Sequence559.csv_1: True Class: A, Predicted: A, Probability: 0.9999999781600849
Sequence56.csv_1: True Class: B, Predicted: B, Probability: 0.845909153506778
Sequence560.csv_1: True Class: A, Predicted: A, Probability: 0.9999038337955337
Sequence561.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence562.csv_1: True Class: A, Predicted: A, Probability: 0.9996855261470695
Sequence563.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence564.csv_1: True Class: A, Predicted: A, Probability: 0.9999275464252055
Sequence565.csv_1: True Class: A, Predicted: A, Probability: 0.9999999987046982
Sequence566.csv_1: True Class: A, Predicted: A, Probability: 0.9335388450484658
Sequence567.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence568.csv_1: True Class: A, Predicted: B, Probability: 0.9994745125352079
Sequence569.csv_1: True Class: B, Predicted: B, Probability: 0.9926803664283368
Sequence57.csv_1: True Class: B, Predicted: B, Probability: 0.8185412075271453
Sequence570.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence571.csv_1: True Class: A, Predicted: A, Probability: 0.9999978282932745
Sequence572.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence573.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999894013
Sequence574.csv_1: True Class: B, Predicted: A, Probability: 0.9999999999990331
Sequence575.csv_1: True Class: B, Predicted: B, Probability: 0.812035081099499
Sequence576.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence577.csv_1: True Class: A, Predicted: B, Probability: 0.9999999999999387
Sequence578.csv_1: True Class: A, Predicted: A, Probability: 0.988113494131622
Sequence579.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999956
Sequence58.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence580.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence581.csv_1: True Class: B, Predicted: A, Probability: 0.9953818754300889
Sequence582.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence583.csv_1: True Class: A, Predicted: A, Probability: 0.999999999999982
Sequence584.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999967
Sequence585.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999999
Sequence586.csv_1: True Class: A, Predicted: A, Probability: 0.9999677902267249
Sequence587.csv_1: True Class: A, Predicted: A, Probability: 0.9868572304110189
Sequence588.csv_1: True Class: B, Predicted: B, Probability: 0.9999998040036384
Sequence589.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence59.csv_1: True Class: B, Predicted: A, Probability: 0.9998964313512654
Sequence590.csv_1: True Class: B, Predicted: B, Probability: 0.999999999999997
Sequence591.csv_1: True Class: B, Predicted: A, Probability: 0.9959491897564337
Sequence592.csv_1: True Class: B, Predicted: B, Probability: 0.9999999994801484
Sequence593.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999999988
Sequence594.csv_1: True Class: A, Predicted: B, Probability: 0.9997720613539861
Sequence595.csv_1: True Class: B, Predicted: B, Probability: 0.9887126264679573
Sequence596.csv_1: True Class: A, Predicted: B, Probability: 0.993866451791412
Sequence597.csv_1: True Class: A, Predicted: B, Probability: 0.8178518553894417
Sequence598.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence599.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999402666
Sequence6.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999948739
Sequence60.csv_1: True Class: A, Predicted: B, Probability: 0.9999999997541962
Sequence600.csv_1: True Class: B, Predicted: A, Probability: 0.9999716494401015
Sequence601.csv_1: True Class: A, Predicted: A, Probability: 0.9999999997453715
Sequence602.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999995925
Sequence603.csv_1: True Class: A, Predicted: A, Probability: 0.9972887257905453
Sequence604.csv_1: True Class: B, Predicted: A, Probability: 0.734459282926459
Sequence605.csv_1: True Class: B, Predicted: B, Probability: 0.9999999981234596
Sequence606.csv_1: True Class: B, Predicted: A, Probability: 0.9990117697948395
Sequence607.csv_1: True Class: B, Predicted: A, Probability: 0.9999999999999978
Sequence608.csv_1: True Class: B, Predicted: A, Probability: 0.9883775788897671
Sequence609.csv_1: True Class: A, Predicted: A, Probability: 0.9999999087203645
Sequence61.csv_1: True Class: A, Predicted: B, Probability: 0.9998873773433048
Sequence610.csv_1: True Class: B, Predicted: B, Probability: 0.5329371635184075
Sequence611.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence612.csv_1: True Class: A, Predicted: A, Probability: 0.9168851150065952
Sequence613.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence614.csv_1: True Class: B, Predicted: B, Probability: 0.9784054604751133
Sequence615.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999764932
Sequence616.csv_1: True Class: B, Predicted: A, Probability: 0.9706922890148919
Sequence617.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999989786
Sequence618.csv_1: True Class: A, Predicted: B, Probability: 0.7868191880113052
Sequence619.csv_1: True Class: B, Predicted: B, Probability: 0.9996604307741084
