Sequence549.csv_1: True Class: A, Predicted: A, Probability: 0.9994710164328908
Sequence55.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence550.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999973305
Sequence551.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999997
Sequence552.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence553.csv_1: True Class: A, Predicted: A, Probability: 0.9999999979744602
Sequence554.csv_1: True Class: B, Predicted: A, Probability: 0.9999388848685538
Sequence555.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence556.csv_1: True Class: A, Predicted: B, Probability: 0.9947458262230591
Sequence557.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence558.csv_1: True Class: A, Predicted: A, Probability: 0.9340148582303158
Sequence559.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence56.csv_1: True Class: B, Predicted: A, Probability: 0.9999896625018182
Sequence560.csv_1: True Class: A, Predicted: A, Probability: 0.9999999946339325
Sequence561.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence562.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence563.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999860548
Sequence564.csv_1: True Class: A, Predicted: B, Probability: 0.9999999294838461
Sequence565.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence566.csv_1: True Class: A, Predicted: A, Probability: 0.9999999996107937
Sequence567.csv_1: True Class: A, Predicted: A, Probability: 0.9999944780338639
Sequence568.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence569.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence57.csv_1: True Class: A, Predicted: A, Probability: 0.9999999969251201
Sequence570.csv_1: True Class: A, Predicted: B, Probability: 0.9985362077910592
Sequence571.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence572.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence573.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence574.csv_1: True Class: A, Predicted: A, Probability: 0.9999999839643603
Sequence575.csv_1: True Class: A, Predicted: A, Probability: 0.9999999995298219
Sequence576.csv_1: True Class: A, Predicted: A, Probability: 0.959514947819509
Sequence577.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence578.csv_1: True Class: A, Predicted: A, Probability: 0.9999948563955126
Sequence579.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence58.csv_1: True Class: A, Predicted: B, Probability: 0.9943845107468194
Sequence580.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence581.csv_1: True Class: A, Predicted: A, Probability: 0.999999999956043
Sequence582.csv_1: True Class: A, Predicted: A, Probability: 0.9999999881573292
Sequence583.csv_1: True Class: A, Predicted: A, Probability: 0.9999970031682597
Sequence584.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999998138
Sequence585.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999903
Sequence586.csv_1: True Class: A, Predicted: A, Probability: 0.999872775489968
Sequence587.csv_1: True Class: B, Predicted: A, Probability: 0.9999945217354878
Sequence588.csv_1: True Class: B, Predicted: B, Probability: 0.9998015296309968
Sequence589.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence59.csv_1: True Class: A, Predicted: A, Probability: 0.9999529393682429
Sequence590.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence591.csv_1: True Class: A, Predicted: A, Probability: 0.9999994336792144
Sequence592.csv_1: True Class: A, Predicted: A, Probability: 0.9999527092112165
Sequence593.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence594.csv_1: True Class: A, Predicted: A, Probability: 0.9999999817874967
Sequence595.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence596.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999971698
